stn;time;rre150z0
VEV;202105241050;0.0
VEV;202105241100;0.0
VEV;202105241110;0.0
VEV;202105241120;0.0
VEV;202105241130;0.0
VEV;202105241140;0.0
VEV;202105241150;0.0
VEV;202105241200;0.0
VEV;202105241210;0.0
VEV;202105241220;0.0
VEV;202105241230;0.0
VEV;202105241240;0.0
VEV;202105241250;0.0
VEV;202105241300;0.0
VEV;202105241310;0.0
VEV;202105241320;0.0
VEV;202105241330;0.0
VEV;202105241340;0.0
VEV;202105241350;0.0
VEV;202105241400;0.0
VEV;202105241410;0.0
VEV;202105241420;0.0
VEV;202105241430;0.0
VEV;202105241440;0.0
VEV;202105241450;0.0
VEV;202105241500;0.0
VEV;202105241510;0.0
VEV;202105241520;0.0
VEV;202105241530;0.0
VEV;202105241540;0.0
VEV;202105241550;0.0
VEV;202105241600;0.0
VEV;202105241610;0.0
VEV;202105241620;0.0
VEV;202105241630;0.0
VEV;202105241640;0.0
VEV;202105241650;0.0
VEV;202105241700;0.0
VEV;202105241710;0.0
VEV;202105241720;0.0
VEV;202105241730;0.0
VEV;202105241740;0.0
VEV;202105241750;0.0
VEV;202105241800;0.0
VEV;202105241810;0.0
VEV;202105241820;0.0
VEV;202105241830;0.0
VEV;202105241840;0.0
VEV;202105241850;0.0
VEV;202105241900;0.0
VEV;202105241910;0.0
VEV;202105241920;0.0
VEV;202105241930;0.0
VEV;202105241940;0.0
VEV;202105241950;0.0
VEV;202105242000;0.0
VEV;202105242010;0.0
VEV;202105242020;0.0
VEV;202105242030;0.0
VEV;202105242040;0.2
VEV;202105242050;0.7
VEV;202105242100;0.4
VEV;202105242110;0.1
VEV;202105242120;0.0
VEV;202105242130;0.0
VEV;202105242140;0.0
VEV;202105242150;0.0
VEV;202105242200;0.0
VEV;202105242210;0.0
VEV;202105242220;0.0
VEV;202105242230;0.0
VEV;202105242240;0.0
VEV;202105242250;0.0
VEV;202105242300;0.0
VEV;202105242310;0.0
VEV;202105242320;0.0
VEV;202105242330;0.0
VEV;202105242340;0.0
VEV;202105242350;0.0
VEV;202105250000;0.0
VEV;202105250010;0.0
VEV;202105250020;0.2
VEV;202105250030;0.4
VEV;202105250040;0.0
VEV;202105250050;0.0
VEV;202105250100;0.0
VEV;202105250110;0.0
VEV;202105250120;0.0
VEV;202105250130;0.0
VEV;202105250140;0.0
VEV;202105250150;0.0
VEV;202105250200;0.0
VEV;202105250210;0.0
VEV;202105250220;0.0
VEV;202105250230;0.0
VEV;202105250240;0.0
VEV;202105250250;0.0
VEV;202105250300;0.0
VEV;202105250310;0.0
VEV;202105250320;0.0
VEV;202105250330;0.0
VEV;202105250340;0.0
VEV;202105250350;0.0
VEV;202105250400;0.0
VEV;202105250410;0.0
VEV;202105250420;0.0
VEV;202105250430;0.0
VEV;202105250440;0.0
VEV;202105250450;0.0
VEV;202105250500;0.0
VEV;202105250510;0.0
VEV;202105250520;0.0
VEV;202105250530;0.0
VEV;202105250540;0.0
VEV;202105250550;0.0
VEV;202105250600;0.0
VEV;202105250610;0.0
VEV;202105250620;0.0
VEV;202105250630;0.0
VEV;202105250640;0.0
VEV;202105250650;0.0
VEV;202105250700;0.0
VEV;202105250710;0.0
VEV;202105250720;0.0
VEV;202105250730;0.0
VEV;202105250740;0.0
VEV;202105250750;0.0
VEV;202105250800;0.0
VEV;202105250810;0.0
VEV;202105250820;0.0
VEV;202105250830;0.0
VEV;202105250840;0.0
VEV;202105250850;0.0
VEV;202105250900;0.0
VEV;202105250910;0.0
VEV;202105250920;0.0
VEV;202105250930;0.0
VEV;202105250940;0.0
VEV;202105250950;0.0
VEV;202105251000;0.0
VEV;202105251010;0.0
VEV;202105251020;0.0
VEV;202105251030;0.0
VEV;202105251040;0.0
VEV;202105251050;0.0
VEV;202105251100;0.0
VEV;202105251110;0.0
VEV;202105251120;0.0
VEV;202105251130;0.0
VEV;202105251140;0.0
VEV;202105251150;0.0
VEV;202105251200;0.0
VEV;202105251210;0.0
VEV;202105251220;0.0
VEV;202105251230;0.0
VEV;202105251240;0.0
VEV;202105251250;0.0
VEV;202105251300;0.0
VEV;202105251310;0.0
VEV;202105251320;0.0
VEV;202105251330;0.0
VEV;202105251340;0.0
VEV;202105251350;0.0
VEV;202105251400;0.0
VEV;202105251410;0.0
VEV;202105251420;0.0
VEV;202105251430;0.0
VEV;202105251440;0.0
VEV;202105251450;0.0
VEV;202105251500;0.0
VEV;202105251510;0.0
VEV;202105251520;0.0
VEV;202105251530;0.0
VEV;202105251540;0.0
VEV;202105251550;0.0
VEV;202105251600;0.0
VEV;202105251610;0.0
VEV;202105251620;0.0
VEV;202105251630;0.0
VEV;202105251640;0.0
VEV;202105251650;0.0
VEV;202105251700;0.0
VEV;202105251710;0.0
VEV;202105251720;0.0
VEV;202105251730;0.0
VEV;202105251740;0.0
VEV;202105251750;0.0
VEV;202105251800;0.0
VEV;202105251810;0.0
VEV;202105251820;0.0
VEV;202105251830;0.0
VEV;202105251840;0.0
VEV;202105251850;0.0
VEV;202105251900;0.0
VEV;202105251910;0.0
VEV;202105251920;0.0
VEV;202105251930;0.0
VEV;202105251940;0.0
VEV;202105251950;0.0
VEV;202105252000;0.0
VEV;202105252010;0.0
VEV;202105252020;0.0
VEV;202105252030;0.0
VEV;202105252040;0.0
VEV;202105252050;0.0
VEV;202105252100;0.0
VEV;202105252110;0.0
VEV;202105252120;0.0
VEV;202105252130;0.0
VEV;202105252140;0.0
VEV;202105252150;0.0
VEV;202105252200;0.0
VEV;202105252210;0.0
VEV;202105252220;0.0
VEV;202105252230;0.0
VEV;202105252240;0.0
VEV;202105252250;0.0
VEV;202105252300;0.0
VEV;202105252310;0.0
VEV;202105252320;0.0
VEV;202105252330;0.0
VEV;202105252340;0.0
VEV;202105252350;0.0
VEV;202105260000;0.0
VEV;202105260010;0.0
VEV;202105260020;0.0
VEV;202105260030;0.0
VEV;202105260040;0.0
VEV;202105260050;0.0
VEV;202105260100;0.0
VEV;202105260110;0.0
VEV;202105260120;0.0
VEV;202105260130;0.0
VEV;202105260140;0.0
VEV;202105260150;0.0
VEV;202105260200;0.0
VEV;202105260210;0.0
VEV;202105260220;0.0
VEV;202105260230;0.0
VEV;202105260240;0.0
VEV;202105260250;0.0
VEV;202105260300;0.0
VEV;202105260310;0.0
VEV;202105260320;0.0
VEV;202105260330;0.0
VEV;202105260340;0.0
VEV;202105260350;0.0
VEV;202105260400;0.0
VEV;202105260410;0.0
VEV;202105260420;0.0
VEV;202105260430;0.0
VEV;202105260440;0.0
VEV;202105260450;0.0
VEV;202105260500;0.0
VEV;202105260510;0.0
VEV;202105260520;0.0
VEV;202105260530;0.0
VEV;202105260540;0.0
VEV;202105260550;0.0
VEV;202105260600;0.0
VEV;202105260610;0.0
VEV;202105260620;0.0
VEV;202105260630;0.0
VEV;202105260640;0.0
VEV;202105260650;0.0
VEV;202105260700;0.0
VEV;202105260710;0.0
VEV;202105260720;0.0
VEV;202105260730;0.0
VEV;202105260740;0.0
VEV;202105260750;0.0
VEV;202105260800;0.0
VEV;202105260810;0.0
VEV;202105260820;0.0
VEV;202105260830;0.0
VEV;202105260840;0.0
VEV;202105260850;0.0
VEV;202105260900;0.0
VEV;202105260910;0.0
VEV;202105260920;0.0
VEV;202105260930;0.0
VEV;202105260940;0.0
VEV;202105260950;0.0
VEV;202105261000;0.0
VEV;202105261010;0.0
VEV;202105261020;0.0
VEV;202105261030;0.0
VEV;202105261040;0.0
VEV;202105261050;0.0
VEV;202105261100;0.0
VEV;202105261110;0.0
VEV;202105261120;0.0
VEV;202105261130;0.0
VEV;202105261140;0.0
VEV;202105261150;0.0
VEV;202105261200;0.0
VEV;202105261210;0.0
VEV;202105261220;0.0
VEV;202105261230;0.0
VEV;202105261240;0.0
VEV;202105261250;0.0
VEV;202105261300;0.0
VEV;202105261310;0.0
VEV;202105261320;0.0
VEV;202105261330;0.0
VEV;202105261340;0.0
VEV;202105261350;0.0
VEV;202105261400;0.0
VEV;202105261410;0.0
VEV;202105261420;0.0
VEV;202105261430;0.0
VEV;202105261440;0.0
VEV;202105261450;0.0
VEV;202105261500;0.0
VEV;202105261510;0.0
VEV;202105261520;0.0
VEV;202105261530;0.0
VEV;202105261540;0.0
VEV;202105261550;0.0
VEV;202105261600;0.0
VEV;202105261610;0.0
VEV;202105261620;0.0
VEV;202105261630;0.0
VEV;202105261640;0.0
VEV;202105261650;0.0
VEV;202105261700;0.0
VEV;202105261710;0.0
VEV;202105261720;0.0
VEV;202105261730;0.0
VEV;202105261740;0.0
VEV;202105261750;0.0
VEV;202105261800;0.0
VEV;202105261810;0.0
VEV;202105261820;0.0
VEV;202105261830;0.0
VEV;202105261840;0.0
VEV;202105261850;0.0
VEV;202105261900;0.0
VEV;202105261910;0.0
VEV;202105261920;0.0
VEV;202105261930;0.0
VEV;202105261940;0.0
VEV;202105261950;0.0
VEV;202105262000;0.0
VEV;202105262010;0.0
VEV;202105262020;0.0
VEV;202105262030;0.0
VEV;202105262040;0.0
VEV;202105262050;0.0
VEV;202105262100;0.0
VEV;202105262110;0.0
VEV;202105262120;0.0
VEV;202105262130;0.0
VEV;202105262140;0.0
VEV;202105262150;0.0
VEV;202105262200;0.0
VEV;202105262210;0.0
VEV;202105262220;0.0
VEV;202105262230;0.0
VEV;202105262240;0.0
VEV;202105262250;0.0
VEV;202105262300;0.0
VEV;202105262310;0.0
VEV;202105262320;0.0
VEV;202105262330;0.0
VEV;202105262340;0.0
VEV;202105262350;0.0
VEV;202105270000;0.0
VEV;202105270010;0.0
VEV;202105270020;0.0
VEV;202105270030;0.0
VEV;202105270040;0.0
VEV;202105270050;0.0
VEV;202105270100;0.0
VEV;202105270110;0.0
VEV;202105270120;0.0
VEV;202105270130;0.0
VEV;202105270140;0.0
VEV;202105270150;0.0
VEV;202105270200;0.0
VEV;202105270210;0.0
VEV;202105270220;0.0
VEV;202105270230;0.0
VEV;202105270240;0.0
VEV;202105270250;0.0
VEV;202105270300;0.0
VEV;202105270310;0.0
VEV;202105270320;0.0
VEV;202105270330;0.0
VEV;202105270340;0.0
VEV;202105270350;0.0
VEV;202105270400;0.0
VEV;202105270410;0.0
VEV;202105270420;0.0
VEV;202105270430;0.0
VEV;202105270440;0.0
VEV;202105270450;0.0
VEV;202105270500;0.0
VEV;202105270510;0.0
VEV;202105270520;0.0
VEV;202105270530;0.0
VEV;202105270540;0.0
VEV;202105270550;0.0
VEV;202105270600;0.0
VEV;202105270610;0.0
VEV;202105270620;0.0
VEV;202105270630;0.0
VEV;202105270640;0.0
VEV;202105270650;0.0
VEV;202105270700;0.0
VEV;202105270710;0.0
VEV;202105270720;0.0
VEV;202105270730;0.0
VEV;202105270740;0.0
VEV;202105270750;0.0
VEV;202105270800;0.0
VEV;202105270810;0.0
VEV;202105270820;0.0
VEV;202105270830;0.0
VEV;202105270840;0.0
VEV;202105270850;0.0
VEV;202105270900;0.0
VEV;202105270910;0.0
VEV;202105270920;0.0
VEV;202105270930;0.0
VEV;202105270940;0.0
VEV;202105270950;0.0
VEV;202105271000;0.0
VEV;202105271010;0.0
VEV;202105271020;0.0
VEV;202105271030;0.0
VEV;202105271040;0.0
VEV;202105271050;0.0
VEV;202105271100;0.0
VEV;202105271110;0.0
VEV;202105271120;0.0
VEV;202105271130;0.0
VEV;202105271140;0.0
VEV;202105271150;0.0
VEV;202105271200;0.0
VEV;202105271210;0.0
VEV;202105271220;0.0
VEV;202105271230;0.0
VEV;202105271240;0.0
VEV;202105271250;0.0
VEV;202105271300;0.0
VEV;202105271310;0.0
VEV;202105271320;0.0
VEV;202105271330;0.0
VEV;202105271340;0.0
VEV;202105271350;0.0
VEV;202105271400;0.0
VEV;202105271410;0.0
VEV;202105271420;0.0
VEV;202105271430;0.0
VEV;202105271440;0.0
VEV;202105271450;0.0
VEV;202105271500;0.0
VEV;202105271510;0.0
VEV;202105271520;0.0
VEV;202105271530;0.0
VEV;202105271540;0.0
VEV;202105271550;0.0
VEV;202105271600;0.0
VEV;202105271610;0.0
VEV;202105271620;0.0
VEV;202105271630;0.0
VEV;202105271640;0.0
VEV;202105271650;0.0
VEV;202105271700;0.0
VEV;202105271710;0.0
VEV;202105271720;0.0
VEV;202105271730;0.0
VEV;202105271740;0.0
VEV;202105271750;0.0
VEV;202105271800;0.0
VEV;202105271810;0.0
VEV;202105271820;0.0
VEV;202105271830;0.0
VEV;202105271840;0.0
VEV;202105271850;0.0
VEV;202105271900;0.0
VEV;202105271910;0.0
VEV;202105271920;0.0
VEV;202105271930;0.0
VEV;202105271940;0.0
VEV;202105271950;0.0
VEV;202105272000;0.0
VEV;202105272010;0.0
VEV;202105272020;0.0
VEV;202105272030;0.0
VEV;202105272040;0.0
VEV;202105272050;0.0
VEV;202105272100;0.0
VEV;202105272110;0.0
VEV;202105272120;0.0
VEV;202105272130;0.0
VEV;202105272140;0.0
VEV;202105272150;0.0
VEV;202105272200;0.0
VEV;202105272210;0.0
VEV;202105272220;0.0
VEV;202105272230;0.0
VEV;202105272240;0.0
VEV;202105272250;0.0
VEV;202105272300;0.0
VEV;202105272310;0.0
VEV;202105272320;0.0
VEV;202105272330;0.0
VEV;202105272340;0.0
VEV;202105272350;0.0
VEV;202105280000;0.0
VEV;202105280010;0.0
VEV;202105280020;0.0
VEV;202105280030;0.0
VEV;202105280040;0.0
VEV;202105280050;0.0
VEV;202105280100;0.0
VEV;202105280110;0.0
VEV;202105280120;0.0
VEV;202105280130;0.0
VEV;202105280140;0.0
VEV;202105280150;0.0
VEV;202105280200;0.0
VEV;202105280210;0.0
VEV;202105280220;0.0
VEV;202105280230;0.0
VEV;202105280240;0.0
VEV;202105280250;0.0
VEV;202105280300;0.0
VEV;202105280310;0.0
VEV;202105280320;0.0
VEV;202105280330;0.0
VEV;202105280340;0.0
VEV;202105280350;0.0
VEV;202105280400;0.0
VEV;202105280410;0.0
VEV;202105280420;0.0
VEV;202105280430;0.0
VEV;202105280440;0.0
VEV;202105280450;0.0
VEV;202105280500;0.0
VEV;202105280510;0.0
VEV;202105280520;0.0
VEV;202105280530;0.0
VEV;202105280540;0.0
VEV;202105280550;0.0
VEV;202105280600;0.0
VEV;202105280610;0.0
VEV;202105280620;0.0
VEV;202105280630;0.0
VEV;202105280640;0.0
VEV;202105280650;0.0
VEV;202105280700;0.0
VEV;202105280710;0.0
VEV;202105280720;0.0
VEV;202105280730;0.0
VEV;202105280740;0.0
VEV;202105280750;0.0
VEV;202105280800;0.0
VEV;202105280810;0.0
VEV;202105280820;0.0
VEV;202105280830;0.0
VEV;202105280840;0.0
VEV;202105280850;0.0
VEV;202105280900;0.0
VEV;202105280910;0.0
VEV;202105280920;0.0
VEV;202105280930;0.0
VEV;202105280940;0.0
VEV;202105280950;0.0
VEV;202105281000;0.0
VEV;202105281010;0.0
VEV;202105281020;0.0
VEV;202105281030;0.0
VEV;202105281040;0.0
VEV;202105281050;0.0
VEV;202105281100;0.0
VEV;202105281110;0.0
VEV;202105281120;0.0
VEV;202105281130;0.0
VEV;202105281140;0.0
VEV;202105281150;0.0
VEV;202105281200;0.0
VEV;202105281210;0.0
VEV;202105281220;0.0
VEV;202105281230;0.0
VEV;202105281240;0.0
VEV;202105281250;0.0
VEV;202105281300;0.0
VEV;202105281310;0.0
VEV;202105281320;0.0
VEV;202105281330;0.0
VEV;202105281340;0.0
VEV;202105281350;0.0
VEV;202105281400;0.0
VEV;202105281410;0.0
VEV;202105281420;0.0
VEV;202105281430;0.0
VEV;202105281440;0.0
VEV;202105281450;0.0
VEV;202105281500;0.0
VEV;202105281510;0.0
VEV;202105281520;0.0
VEV;202105281530;0.0
VEV;202105281540;0.0
VEV;202105281550;0.0
VEV;202105281600;0.0
VEV;202105281610;0.0
VEV;202105281620;0.0
VEV;202105281630;0.0
VEV;202105281640;0.0
VEV;202105281650;0.0
VEV;202105281700;0.0
VEV;202105281710;0.0
VEV;202105281720;0.0
VEV;202105281730;0.0
VEV;202105281740;0.0
VEV;202105281750;0.0
VEV;202105281800;0.0
VEV;202105281810;0.0
VEV;202105281820;0.0
VEV;202105281830;0.0
VEV;202105281840;0.0
VEV;202105281850;0.0
VEV;202105281900;0.0
VEV;202105281910;0.0
VEV;202105281920;0.0
VEV;202105281930;0.0
VEV;202105281940;0.0
VEV;202105281950;0.0
VEV;202105282000;0.0
VEV;202105282010;0.0
VEV;202105282020;0.0
VEV;202105282030;0.0
VEV;202105282040;0.0
VEV;202105282050;0.0
VEV;202105282100;0.0
VEV;202105282110;0.0
VEV;202105282120;0.0
VEV;202105282130;0.0
VEV;202105282140;0.0
VEV;202105282150;0.0
VEV;202105282200;0.0
VEV;202105282210;0.0
VEV;202105282220;0.0
VEV;202105282230;0.0
VEV;202105282240;0.0
VEV;202105282250;0.0
VEV;202105282300;0.0
VEV;202105282310;0.0
VEV;202105282320;0.0
VEV;202105282330;0.0
VEV;202105282340;0.0
VEV;202105282350;0.0
VEV;202105290000;0.0
VEV;202105290010;0.0
VEV;202105290020;0.0
VEV;202105290030;0.0
VEV;202105290040;0.0
VEV;202105290050;0.0
VEV;202105290100;0.0
VEV;202105290110;0.0
VEV;202105290120;0.0
VEV;202105290130;0.0
VEV;202105290140;0.0
VEV;202105290150;0.0
VEV;202105290200;0.0
VEV;202105290210;0.0
VEV;202105290220;0.0
VEV;202105290230;0.0
VEV;202105290240;0.0
VEV;202105290250;0.0
VEV;202105290300;0.0
VEV;202105290310;0.0
VEV;202105290320;0.0
VEV;202105290330;0.0
VEV;202105290340;0.0
VEV;202105290350;0.0
VEV;202105290400;0.0
VEV;202105290410;0.0
VEV;202105290420;0.0
VEV;202105290430;0.0
VEV;202105290440;0.0
VEV;202105290450;0.0
VEV;202105290500;0.0
VEV;202105290510;0.0
VEV;202105290520;0.0
VEV;202105290530;0.0
VEV;202105290540;0.0
VEV;202105290550;0.0
VEV;202105290600;0.0
VEV;202105290610;0.0
VEV;202105290620;0.0
VEV;202105290630;0.0
VEV;202105290640;0.0
VEV;202105290650;0.0
VEV;202105290700;0.0
VEV;202105290710;0.0
VEV;202105290720;0.0
VEV;202105290730;0.0
VEV;202105290740;0.0
VEV;202105290750;0.0
VEV;202105290800;0.0
VEV;202105290810;0.0
VEV;202105290820;0.0
VEV;202105290830;0.0
VEV;202105290840;0.0
VEV;202105290850;0.0
VEV;202105290900;0.0
VEV;202105290910;0.0
VEV;202105290920;0.0
VEV;202105290930;0.0
VEV;202105290940;0.0
VEV;202105290950;0.0
VEV;202105291000;0.0
VEV;202105291010;0.0
VEV;202105291020;0.0
VEV;202105291030;0.0
VEV;202105291040;0.0
VEV;202105291050;0.0
VEV;202105291100;0.0
VEV;202105291110;0.0
VEV;202105291120;0.0
VEV;202105291130;0.0
VEV;202105291140;0.0
VEV;202105291150;0.0
VEV;202105291200;0.0
VEV;202105291210;0.0
VEV;202105291220;0.0
VEV;202105291230;0.0
VEV;202105291240;0.0
VEV;202105291250;0.0
VEV;202105291300;0.0
VEV;202105291310;0.0
VEV;202105291320;0.0
VEV;202105291330;0.0
VEV;202105291340;0.0
VEV;202105291350;0.0
VEV;202105291400;0.0
VEV;202105291410;0.0
VEV;202105291420;0.0
VEV;202105291430;0.0
VEV;202105291440;0.0
VEV;202105291450;0.0
VEV;202105291500;0.0
VEV;202105291510;0.0
VEV;202105291520;0.0
VEV;202105291530;0.0
VEV;202105291540;0.0
VEV;202105291550;0.0
VEV;202105291600;0.0
VEV;202105291610;0.0
VEV;202105291620;0.0
VEV;202105291630;0.0
VEV;202105291640;0.0
VEV;202105291650;0.0
VEV;202105291700;0.0
VEV;202105291710;0.0
VEV;202105291720;0.0
VEV;202105291730;0.0
VEV;202105291740;0.0
VEV;202105291750;0.0
VEV;202105291800;0.0
VEV;202105291810;0.0
VEV;202105291820;0.0
VEV;202105291830;0.0
VEV;202105291840;0.0
VEV;202105291850;0.0
VEV;202105291900;0.0
VEV;202105291910;0.0
VEV;202105291920;0.0
VEV;202105291930;0.0
VEV;202105291940;0.0
VEV;202105291950;0.0
VEV;202105292000;0.0
VEV;202105292010;0.0
VEV;202105292020;0.0
VEV;202105292030;0.0
VEV;202105292040;0.0
VEV;202105292050;0.0
VEV;202105292100;0.0
VEV;202105292110;0.0
VEV;202105292120;0.0
VEV;202105292130;0.0
VEV;202105292140;0.0
VEV;202105292150;0.0
VEV;202105292200;0.0
VEV;202105292210;0.0
VEV;202105292220;0.0
VEV;202105292230;0.0
VEV;202105292240;0.0
VEV;202105292250;0.0
VEV;202105292300;0.0
VEV;202105292310;0.0
VEV;202105292320;0.0
VEV;202105292330;0.0
VEV;202105292340;0.0
VEV;202105292350;0.0
VEV;202105300000;0.0
VEV;202105300010;0.0
VEV;202105300020;0.0
VEV;202105300030;0.0
VEV;202105300040;0.0
VEV;202105300050;0.0
VEV;202105300100;0.0
VEV;202105300110;0.0
VEV;202105300120;0.0
VEV;202105300130;0.0
VEV;202105300140;0.0
VEV;202105300150;0.0
VEV;202105300200;0.0
VEV;202105300210;0.0
VEV;202105300220;0.0
VEV;202105300230;0.0
VEV;202105300240;0.0
VEV;202105300250;0.0
VEV;202105300300;0.0
VEV;202105300310;0.0
VEV;202105300320;0.0
VEV;202105300330;0.0
VEV;202105300340;0.0
VEV;202105300350;0.0
VEV;202105300400;0.0
VEV;202105300410;0.0
VEV;202105300420;0.0
VEV;202105300430;0.0
VEV;202105300440;0.0
VEV;202105300450;0.0
VEV;202105300500;0.0
VEV;202105300510;0.0
VEV;202105300520;0.0
VEV;202105300530;0.0
VEV;202105300540;0.0
VEV;202105300550;0.0
VEV;202105300600;0.0
VEV;202105300610;0.0
VEV;202105300620;0.0
VEV;202105300630;0.0
VEV;202105300640;0.0
VEV;202105300650;0.0
VEV;202105300700;0.0
VEV;202105300710;0.0
VEV;202105300720;0.0
VEV;202105300730;0.0
VEV;202105300740;0.0
VEV;202105300750;0.0
VEV;202105300800;0.0
VEV;202105300810;0.0
VEV;202105300820;0.0
VEV;202105300830;0.0
VEV;202105300840;0.0
VEV;202105300850;0.0
VEV;202105300900;0.0
VEV;202105300910;0.0
VEV;202105300920;0.0
VEV;202105300930;0.0
VEV;202105300940;0.0
VEV;202105300950;0.0
VEV;202105301000;0.0
VEV;202105301010;0.0
VEV;202105301020;0.0
VEV;202105301030;0.0
VEV;202105301040;0.0
VEV;202105301050;0.0
VEV;202105301100;0.0
VEV;202105301110;0.0
VEV;202105301120;0.0
VEV;202105301130;0.0
VEV;202105301140;0.0
VEV;202105301150;0.0
VEV;202105301200;0.0
VEV;202105301210;0.0
VEV;202105301220;0.0
VEV;202105301230;0.0
VEV;202105301240;0.0
VEV;202105301250;0.0
VEV;202105301300;0.0
VEV;202105301310;0.0
VEV;202105301320;0.0
VEV;202105301330;0.0
VEV;202105301340;0.0
VEV;202105301350;0.0
VEV;202105301400;0.0
VEV;202105301410;0.0
VEV;202105301420;0.0
VEV;202105301430;0.0
VEV;202105301440;0.0
VEV;202105301450;0.0
VEV;202105301500;0.0
VEV;202105301510;0.0
VEV;202105301520;0.0
VEV;202105301530;0.0
VEV;202105301540;0.0
VEV;202105301550;0.0
VEV;202105301600;0.0
VEV;202105301610;0.0
VEV;202105301620;0.0
VEV;202105301630;0.0
VEV;202105301640;0.0
VEV;202105301650;0.0
VEV;202105301700;0.0
VEV;202105301710;0.0
VEV;202105301720;0.0
VEV;202105301730;0.0
VEV;202105301740;0.0
VEV;202105301750;0.0
VEV;202105301800;0.0
VEV;202105301810;0.0
VEV;202105301820;0.0
VEV;202105301830;0.0
VEV;202105301840;0.0
VEV;202105301850;0.0
VEV;202105301900;0.0
VEV;202105301910;0.0
VEV;202105301920;0.0
VEV;202105301930;0.0
VEV;202105301940;0.0
VEV;202105301950;0.0
VEV;202105302000;0.0
VEV;202105302010;0.0
VEV;202105302020;0.0
VEV;202105302030;0.0
VEV;202105302040;0.0
VEV;202105302050;0.0
VEV;202105302100;0.0
VEV;202105302110;0.0
VEV;202105302120;0.0
VEV;202105302130;0.0
VEV;202105302140;0.0
VEV;202105302150;0.0
VEV;202105302200;0.0
VEV;202105302210;0.0
VEV;202105302220;0.0
VEV;202105302230;0.0
VEV;202105302240;0.0
VEV;202105302250;0.0
VEV;202105302300;0.0
VEV;202105302310;0.0
VEV;202105302320;0.0
VEV;202105302330;0.0
VEV;202105302340;0.0
VEV;202105302350;0.0
VEV;202105310000;0.0
VEV;202105310010;0.0
VEV;202105310020;0.0
VEV;202105310030;0.0
VEV;202105310040;0.0
VEV;202105310050;0.0
VEV;202105310100;0.0
VEV;202105310110;0.0
VEV;202105310120;0.0
VEV;202105310130;0.0
VEV;202105310140;0.0
VEV;202105310150;0.0
VEV;202105310200;0.0
VEV;202105310210;0.0
VEV;202105310220;0.0
VEV;202105310230;0.0
VEV;202105310240;0.0
VEV;202105310250;0.0
VEV;202105310300;0.0
VEV;202105310310;0.0
VEV;202105310320;0.0
VEV;202105310330;0.0
VEV;202105310340;0.0
VEV;202105310350;0.0
VEV;202105310400;0.0
VEV;202105310410;0.0
VEV;202105310420;0.0
VEV;202105310430;0.0
VEV;202105310440;0.0
VEV;202105310450;0.0
VEV;202105310500;0.0
VEV;202105310510;0.0
VEV;202105310520;0.0
VEV;202105310530;0.0
VEV;202105310540;0.0
VEV;202105310550;0.0
VEV;202105310600;0.0
VEV;202105310610;0.0
VEV;202105310620;0.0
VEV;202105310630;0.0
VEV;202105310640;0.0
VEV;202105310650;0.0
VEV;202105310700;0.0
VEV;202105310710;0.0
VEV;202105310720;0.0
VEV;202105310730;0.0
VEV;202105310740;0.0
VEV;202105310750;0.0
VEV;202105310800;0.0
VEV;202105310810;0.0
VEV;202105310820;0.0
VEV;202105310830;0.0
VEV;202105310840;0.0
VEV;202105310850;0.0
VEV;202105310900;0.0
VEV;202105310910;0.0
VEV;202105310920;0.0
VEV;202105310930;0.0
VEV;202105310940;0.0
VEV;202105310950;0.0
VEV;202105311000;0.0
VEV;202105311010;0.0
VEV;202105311020;0.0
VEV;202105311030;0.0
VEV;202105311040;0.0
VEV;202105311050;0.0
VEV;202105311100;0.0
VEV;202105311110;0.0
VEV;202105311120;0.0
VEV;202105311130;0.0
VEV;202105311140;0.0
VEV;202105311150;0.0
VEV;202105311200;0.0
VEV;202105311210;0.0
VEV;202105311220;0.0
VEV;202105311230;0.0
VEV;202105311240;0.0
VEV;202105311250;0.0
VEV;202105311300;0.0
VEV;202105311310;0.0
VEV;202105311320;0.0
VEV;202105311330;0.0
VEV;202105311340;0.0
VEV;202105311350;0.0
VEV;202105311400;0.0
VEV;202105311410;0.0
VEV;202105311420;0.0
VEV;202105311430;0.0
VEV;202105311440;0.0
VEV;202105311450;0.0
VEV;202105311500;0.0
VEV;202105311510;0.0
VEV;202105311520;0.0
VEV;202105311530;0.0
VEV;202105311540;0.0
VEV;202105311550;0.0
VEV;202105311600;0.0
VEV;202105311610;0.0
VEV;202105311620;0.0
VEV;202105311630;0.0
VEV;202105311640;0.0
VEV;202105311650;0.0
VEV;202105311700;0.0
VEV;202105311710;0.0
VEV;202105311720;0.0
VEV;202105311730;0.0
VEV;202105311740;0.0
VEV;202105311750;0.0
VEV;202105311800;0.0
VEV;202105311810;0.0
VEV;202105311820;0.0
VEV;202105311830;0.0
VEV;202105311840;0.0
VEV;202105311850;0.0
VEV;202105311900;0.0
VEV;202105311910;0.0
VEV;202105311920;0.0
VEV;202105311930;0.0
VEV;202105311940;0.0
VEV;202105311950;0.0
VEV;202105312000;0.0
VEV;202105312010;0.0
VEV;202105312020;0.0
VEV;202105312030;0.0
VEV;202105312040;0.0
VEV;202105312050;0.0
VEV;202105312100;0.0
VEV;202105312110;0.0
VEV;202105312120;0.0
VEV;202105312130;0.0
VEV;202105312140;0.0
VEV;202105312150;0.0
VEV;202105312200;0.0
